197,25-34,Computing or Tech,Data Engineer,49200,1000,USD,Colombia,Medellin,2 - 4 years,2 - 4 years,College degree,Man
198,25-34,"Accounting, Banking & Finance",Profesional ,15000,1000,USD,Colombia,Bogotá ,5-7 years,2 - 4 years,College degree,Man
199,25-34,Engineering or Manufacturing,Value Stream Manager,78000,9500,USD,Costa Rica,Heredia,11 - 20 years,11 - 20 years,College degree,Man
200,25-34,Computing or Tech,Frontend Engineer,9600,0,USD,Cuba,Santa Clara,5-7 years,5-7 years,College degree,Man
201,25-34,Computing or Tech,Software Engineer,64000,0,USD,Denmark,århus,2 - 4 years,2 - 4 years,College degree,Man
202,25-34,Engineering or Manufacturing,Petroleum Engineer,84000,0,USD,Ecuador,Quito,2 - 4 years,2 - 4 years,College degree,Man
203,25-34,"Accounting, Banking & Finance",Accounts Receivable,22000,0,GBP,England,Croydon,5-7 years,5-7 years,College degree,Man
204,25-34,"Accounting, Banking & Finance",Chartered Accountant,35000,1000,GBP,England,York,8 - 10 years,8 - 10 years,College degree,Man
205,45-54,Education (Higher Education),Committee Secretary ,29000,0,GBP,England,Liverpool,21 - 30 years,5-7 years,College degree,Man
206,35-44,Media & Digital,Content Director,60000,2500,GBP,England,London ,11 - 20 years,11 - 20 years,College degree,Man
207,25-34,Computing or Tech,Junior Data Scientist,30000,0,GBP,England,York,2 - 4 years,2 - 4 years,College degree,Man
208,35-44,Engineering or Manufacturing,Management Accountant,58000,11600,GBP,England,Birmingham,11 - 20 years,11 - 20 years,College degree,Man
209,25-34,Computing or Tech,Senior Customer Champion,46100,7000,GBP,England,London,8 - 10 years,5-7 years,College degree,Man
210,25-34,Computing or Tech,Senior digital forensic practitioner,28000,0,GBP,England,Birmingham,11 - 20 years,11 - 20 years,College degree,Man
211,45-54,Computing or Tech,Senior Software Developer,86700,0,GBP,England,Uckfield,21 - 30 years,21 - 30 years,College degree,Man
212,35-44,Computing or Tech,Senior Software Engineer,115500,0,GBP,England,London,11 - 20 years,8 - 10 years,College degree,Man
213,18-24,Computing or Tech,Technical Consultant,28600,0,GBP,England,London,2 - 4 years,2 - 4 years,College degree,Man
